Code,Course,Activity,Section,Days,Start Time,End Time,Venue,Tied To,Lecturer
CSE6234,Software Design,Lecture,TC1L,Tuesday,12:00 PM,2:00 PM,CQAR1009,"TT1L, TT2L, TT3L",
CSE6234,Software Design,Tutorial,TT1L,Wednesday,8:00 AM,10:00 AM,CQAR2004,TC1L,
CSE6234,Software Design,Tutorial,TT2L,Friday,10:00 AM,12:00 PM,CQAR2004,TC1L,
CSE6234,Software Design,Tutorial,TT3L,Thursday,10:00 AM,12:00 PM,CQAR2004,TC1L,
CSE6234,Software Design,Lecture,TC2L,Monday,12:00 PM,2:00 PM,CQCR2003,"TT4L, TT5L",
CSE6234,Software Design,Tutorial,TT4L,Tuesday,10:00 AM,12:00 PM,CQAR2005,TC2L,
CSE6234,Software Design,Tutorial,TT5L,Thursday,2:00 PM,4:00 PM,CQAR2005,TC2L,
CGD6224,Game Design Fundamentals,Lecture,TC1L,Tuesday,12:00 PM,2:00 PM,CQCR2002,TT1L,
CGD6224,Game Design Fundamentals,Tutorial,TT1L,Monday,2:00 PM,4:00 PM,CQAR3007,TC1L,
CDS6224,Statistical Data Analysis,Lecture,TC1L,Thursday,2:00 PM,4:00 PM,CNMX1005,"TT1L, TT2L, TT3L, TT4L",
CDS6224,Statistical Data Analysis,Tutorial,TT1L,Friday,3:00 PM,5:00 PM,CQAR2003,TC1L,
CDS6224,Statistical Data Analysis,Tutorial,TT2L,Wednesday,8:00 AM,10:00 AM,CQAR2002,TC1L,
CDS6224,Statistical Data Analysis,Tutorial,TT3L,Thursday,4:00 PM,6:00 PM,CQAR2002,TC1L,
CDS6224,Statistical Data Analysis,Tutorial,TT4L,Tuesday,8:00 AM,10:00 AM,CQAR1003,TC1L,
CDS6224,Statistical Data Analysis,Lecture,TC2L,Wednesday,12:00 PM,2:00 PM,CQAR1009,"TT5L, TT6L, TT7L",
CDS6224,Statistical Data Analysis,Tutorial,TT5L,Thursday,8:00 AM,10:00 AM,CQAR2002,TC2L,
CDS6224,Statistical Data Analysis,Tutorial,TT6L,Friday,10:00 AM,12:00 PM,CQAR2002,TC2L,
CDS6224,Statistical Data Analysis,Tutorial,TT7L,Wednesday,4:00 PM,6:00 PM,CQAR1003,TC2L,
CCS6224,Network Security,Lecture,TC1L,Thursday,10:00 AM,12:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CCS6224,Network Security,Tutorial,TT1L,Monday,12:00 PM,2:00 PM,CQAR2005,TC1L,
CCS6224,Network Security,Tutorial,TT2L,Tuesday,12:00 PM,2:00 PM,CQAR2005,TC1L,
CCS6224,Network Security,Tutorial,TT3L,Wednesday,10:00 AM,12:00 PM,CQAR2003,TC1L,
CCS6224,Network Security,Tutorial,TT4L,Tuesday,2:00 PM,4:00 PM,CQAR2005,TC1L,
CCS6224,Network Security,Lecture,TC2L,Wednesday,8:00 AM,10:00 AM,CQCR2002,"TT5L, TT6L",
CCS6224,Network Security,Tutorial,TT5L,Friday,3:00 PM,5:00 PM,CQAR2005,TC2L,
CCS6224,Network Security,Tutorial,TT6L,Friday,8:00 AM,10:00 AM,CQAR2003,TC2L,
CSE6324,Software Verification And Validation,Lecture,TC1L,Tuesday,2:00 PM,4:00 PM,CQAR1009,"TT1L, TT2L, TT3L",
CSE6324,Software Verification And Validation,Tutorial,TT1L,Monday,4:00 PM,6:00 PM,CQAR2007,TC1L,
CSE6324,Software Verification And Validation,Tutorial,TT2L,Tuesday,8:00 AM,10:00 AM,CQAR2007,TC1L,
CSE6324,Software Verification And Validation,Tutorial,TT3L,Wednesday,8:00 AM,10:00 AM,CQAR2007,TC1L,
CSE6324,Software Verification And Validation,Lecture,TC2L,Wednesday,10:00 AM,12:00 PM,CQCR2002,"TT4L, TT5L",
CSE6324,Software Verification And Validation,Tutorial,TT4L,Wednesday,4:00 PM,6:00 PM,CQAR2007,TC2L,
CSE6324,Software Verification And Validation,Tutorial,TT5L,Thursday,2:00 PM,4:00 PM,CQAR2007,TC2L,
CGD6324,3D Game Programming,Lecture,TC1L,Wednesday,12:00 PM,2:00 PM,CQCR2002,"TT1L, TT2L",
CGD6324,3D Game Programming,Tutorial,TT1L,Friday,3:00 PM,5:00 PM,CQAR1001,TC1L,
CGD6324,3D Game Programming,Tutorial,TT2L,Monday,8:00 AM,10:00 AM,CQAR1003,TC1L,
CDS6324,Data Visualization,Lecture,TC1L,Thursday,2:00 PM,4:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CDS6324,Data Visualization,Tutorial,TT1L,Friday,8:00 AM,10:00 AM,CQAR3007,TC1L,
CDS6324,Data Visualization,Tutorial,TT2L,Wednesday,4:00 PM,6:00 PM,CQAR3007,TC1L,
CDS6324,Data Visualization,Tutorial,TT3L,Tuesday,4:00 PM,6:00 PM,CQAR2005,TC1L,
CDS6324,Data Visualization,Tutorial,TT4L,Wednesday,4:00 PM,6:00 PM,CQAR2005,TC1L,
CDS6324,Data Visualization,Lecture,TC2L,Friday,10:00 AM,12:00 PM,CNMX1004,"TT5L, TT6L, TT7L, TT8L",
CDS6324,Data Visualization,Tutorial,TT5L,Monday,4:00 PM,6:00 PM,CQAR2005,TC2L,
CDS6324,Data Visualization,Tutorial,TT6L,Tuesday,10:00 AM,12:00 PM,CQAR3002,TC2L,
CDS6324,Data Visualization,Tutorial,TT7L,Monday,4:00 PM,6:00 PM,CQAR2003,TC2L,
CDS6324,Data Visualization,Tutorial,TT8L,Friday,3:00 PM,5:00 PM,CQAR2002,TC2L,
CCS6324,Ethical Hacking and Penetration Testing,Lecture,TC1L,Thursday,8:00 AM,10:00 AM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT1L,Tuesday,10:00 AM,12:00 PM,CQAR2002,TC1L,
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT2L,Friday,3:00 PM,5:00 PM,CQAR2006,TC1L,
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT3L,Monday,12:00 PM,2:00 PM,CQAR2006,TC1L,
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT4L,Tuesday,8:00 AM,10:00 AM,CQAR3007,TC1L,
CCS6324,Ethical Hacking and Penetration Testing,Lecture,TC2L,Friday,8:00 AM,10:00 AM,CNMX1004,"TT5L, TT6L, TT7L, TT8L",
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT5L,Friday,10:00 AM,12:00 PM,CQAR3007,TC2L,
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT6L,Friday,3:00 PM,5:00 PM,CQAR3007,TC2L,
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT7L,Thursday,4:00 PM,6:00 PM,CQAR3007,TC2L,
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT8L,Tuesday,2:00 PM,4:00 PM,CQAR3007,TC2L,
CSE6344,Theory of Computation,Lecture,TC1L,Wednesday,2:00 PM,4:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CSE6344,Theory of Computation,Tutorial,TT1L,Tuesday,8:00 AM,10:00 AM,CQAR2004,TC1L,
CSE6344,Theory of Computation,Tutorial,TT2L,Friday,3:00 PM,5:00 PM,CQAR2004,TC1L,
CSE6344,Theory of Computation,Tutorial,TT3L,Monday,12:00 PM,2:00 PM,CQAR2004,TC1L,
CSE6344,Theory of Computation,Tutorial,TT4L,Monday,8:00 AM,10:00 AM,CQAR2007,TC1L,
CSE6364,Software Evolution and Maintenance,Lecture,TC1L,Monday,5:00 PM,7:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CSE6364,Software Evolution and Maintenance,Tutorial,TT1L,Wednesday,2:00 PM,4:00 PM,CQAR2003,TC1L,
CSE6364,Software Evolution and Maintenance,Tutorial,TT2L,Monday,2:00 PM,4:00 PM,CQAR2007,TC1L,
CSE6364,Software Evolution and Maintenance,Tutorial,TT3L,Thursday,4:00 PM,6:00 PM,CQAR3003,TC1L,
CSE6364,Software Evolution and Maintenance,Tutorial,TT4L,Friday,5:00 PM,7:00 PM,CQAR2007,TC1L,
CGD6344,Game Productions,Lecture,TC1L,Tuesday,2:00 PM,4:00 PM,CQCR2002,"TT1L, TT2L",
CGD6344,Game Productions,Tutorial,TT1L,Tuesday,4:00 PM,6:00 PM,CQAR3006,TC1L,
CGD6344,Game Productions,Tutorial,TT2L,Tuesday,8:00 AM,10:00 AM,CQAR2002,TC1L,
CGD6334,Game Physics,Lecture,TC1L,Wednesday,2:00 PM,4:00 PM,CQCR2002,"TT1L, TT2L",
CGD6334,Game Physics,Tutorial,TT1L,Monday,8:00 AM,10:00 AM,CQAR2003,TC1L,
CGD6334,Game Physics,Tutorial,TT2L,Monday,2:00 PM,4:00 PM,CQAR2002,TC1L,
CDS6354,Machine Learning,Lecture,TC1L,Friday,8:00 AM,10:00 AM,CNMX1005,"TT1L, TT2L, TT3L, TT4L",
CDS6354,Machine Learning,Tutorial,TT1L,Monday,8:00 AM,10:00 AM,CQAR3007,TC1L,
CDS6354,Machine Learning,Tutorial,TT2L,Tuesday,8:00 AM,10:00 AM,CQAR2005,TC1L,
CDS6354,Machine Learning,Tutorial,TT3L,Thursday,12:00 PM,2:00 PM,CQAR2005,TC1L,
CDS6354,Machine Learning,Tutorial,TT4L,Wednesday,8:00 AM,10:00 AM,CQAR3003,TC1L,
CDS6354,Machine Learning,Lecture,TC2L,Thursday,4:00 PM,6:00 PM,CNMX1005,"TT5L, TT6L, TT7L, TT8L",
CDS6354,Machine Learning,Tutorial,TT5L,Tuesday,12:00 PM,2:00 PM,CQAR3002,TC2L,
CDS6354,Machine Learning,Tutorial,TT6L,Wednesday,10:00 AM,12:00 PM,CQAR2005,TC2L,
CDS6354,Machine Learning,Tutorial,TT7L,Tuesday,2:00 PM,4:00 PM,CQAR2004,TC2L,
CDS6354,Machine Learning,Tutorial,TT8L,Monday,4:00 PM,6:00 PM,CQAR2002,TC2L,
CDS6334,Visual Information Processing,Lecture,TC1L,Wednesday,10:00 AM,12:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CDS6334,Visual Information Processing,Tutorial,TT1L,Tuesday,10:00 AM,12:00 PM,CQAR3003,TC1L,
CDS6334,Visual Information Processing,Tutorial,TT2L,Tuesday,12:00 PM,2:00 PM,CQAR3003,TC1L,
CDS6334,Visual Information Processing,Tutorial,TT3L,Wednesday,12:00 PM,2:00 PM,CQAR3003,TC1L,
CDS6334,Visual Information Processing,Tutorial,TT4L,Tuesday,2:00 PM,4:00 PM,CQAR3003,TC1L,
CDS6334,Visual Information Processing,Lecture,TC2L,Monday,10:00 AM,12:00 PM,CQCR2003,"TT5L, TT6L",
CDS6334,Visual Information Processing,Tutorial,TT5L,Thursday,8:00 AM,10:00 AM,CQAR3003,TC2L,
CDS6334,Visual Information Processing,Tutorial,TT6L,Thursday,12:00 PM,2:00 PM,CQAR3003,TC2L,
CDS6344,Social Media Computing,Lecture,TC1L,Thursday,4:00 PM,6:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CDS6344,Social Media Computing,Tutorial,TT1L,Friday,3:00 PM,5:00 PM,CQAR2007,TC1L,
CDS6344,Social Media Computing,Tutorial,TT2L,Wednesday,10:00 AM,12:00 PM,CQAR0006,TC1L,
CDS6344,Social Media Computing,Tutorial,TT3L,Wednesday,12:00 PM,2:00 PM,CQAR0006,TC1L,
CDS6344,Social Media Computing,Tutorial,TT4L,Monday,8:00 AM,10:00 AM,CQAR0006,TC1L,
CDS6344,Social Media Computing,Lecture,TC2L,Tuesday,10:00 AM,12:00 PM,CQCR2003,"TT5L, TT6L",
CDS6344,Social Media Computing,Tutorial,TT5L,Wednesday,4:00 PM,6:00 PM,CQAR0006,TC2L,
CDS6344,Social Media Computing,Tutorial,TT6L,Friday,8:00 AM,10:00 AM,CQAR0006,TC2L,
CCS6344,Database and Cloud Security,Lecture,TC1L,Wednesday,4:00 PM,6:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CCS6344,Database and Cloud Security,Tutorial,TT1L,Wednesday,12:00 PM,2:00 PM,CQAR2002,TC1L,
CCS6344,Database and Cloud Security,Tutorial,TT2L,Wednesday,10:00 AM,12:00 PM,CQAR2002,TC1L,
CCS6344,Database and Cloud Security,Tutorial,TT3L,Monday,4:00 PM,6:00 PM,CQAR2006,TC1L,
CCS6344,Database and Cloud Security,Tutorial,TT4L,Friday,3:00 PM,5:00 PM,CQAR3006,TC1L,
CCS6344,Database and Cloud Security,Lecture,TC2L,Tuesday,8:00 AM,10:00 AM,CQCR2002,"TT5L, TT6L",
CCS6344,Database and Cloud Security,Tutorial,TT5L,Monday,2:00 PM,4:00 PM,CQAR1003,TC2L,
CCS6344,Database and Cloud Security,Tutorial,TT6L,Monday,10:00 AM,12:00 PM,CQAR3007,TC2L,
CCS6354,Blockchain and Smart Contracts,Lecture,TC1L,Thursday,12:00 PM,2:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",
CCS6354,Blockchain and Smart Contracts,Tutorial,TT1L,Monday,10:00 AM,12:00 PM,CQAR2002,TC1L,
CCS6354,Blockchain and Smart Contracts,Tutorial,TT2L,Thursday,4:00 PM,6:00 PM,CQAR2006,TC1L,
CCS6354,Blockchain and Smart Contracts,Tutorial,TT3L,Wednesday,10:00 AM,12:00 PM,CQAR2006,TC1L,
CCS6354,Blockchain and Smart Contracts,Tutorial,TT4L,Tuesday,4:00 PM,6:00 PM,CQAR3007,TC1L,
CCS6354,Blockchain and Smart Contracts,Lecture,TC2L,Friday,10:00 AM,12:00 PM,CQAR1009,"TT5L, TT6L, TT7L",
CCS6354,Blockchain and Smart Contracts,Tutorial,TT5L,Monday,4:00 PM,6:00 PM,CQAR3007,TC2L,
CCS6354,Blockchain and Smart Contracts,Tutorial,TT6L,Monday,12:00 PM,2:00 PM,CQAR2002,TC2L,
CCS6354,Blockchain and Smart Contracts,Tutorial,TT7L,Tuesday,10:00 AM,12:00 PM,CQAR3007,TC2L,
CDS6314,Data Mining,Lecture,TC1L,Monday,12:00 PM,2:00 PM,CQCR2004,"TT1L, TT2L",
CDS6314,Data Mining,Tutorial,TT1L,Wednesday,12:00 PM,2:00 PM,CQAR3006,TC1L,
CDS6314,Data Mining,Tutorial,TT2L,Monday,8:00 AM,10:00 AM,CQAR2004,TC1L,
CCS6314,Cryptography and Data Security,Lecture,TC1L,Thursday,10:00 AM,12:00 PM,CNMX1005,"TT1L, TT2L, TT3L",
CCS6314,Cryptography and Data Security,Tutorial,TT1L,Monday,2:00 PM,4:00 PM,CQAR1001,TC1L,
CCS6314,Cryptography and Data Security,Tutorial,TT2L,Monday,8:00 AM,10:00 AM,CQAR1001,TC1L,
CCS6314,Cryptography and Data Security,Tutorial,TT3L,Thursday,4:00 PM,6:00 PM,CQAR1001,TC1L,
CIT6334,Information Technology Auditing,Lecture,TC1L,Friday,10:00 AM,12:00 PM,CQCR2004,TT1L,
CIT6334,Information Technology Auditing,Tutorial,TT1L,Monday,2:00 PM,4:00 PM,CQAR3003,TC1L,
CIT6344,Mobile Application Development,Lecture,TC1L,Tuesday,2:00 PM,4:00 PM,CQCR2004,"TT1L, TT2L",
CIT6344,Mobile Application Development,Tutorial,TT1L,Monday,4:00 PM,6:00 PM,CQAR3002,TC1L,
CIT6344,Mobile Application Development,Tutorial,TT2L,Thursday,4:00 PM,6:00 PM,CQAR3006,TC1L,
CITF6013,Introductory Mobile Application Development,Lecture,TC1L,Wednesday,2:00 PM,4:00 PM,CQAR0006,TT1L,
CITF6013,Introductory Mobile Application Development,Tutorial,TT1L,Wednesday,4:00 PM,6:00 PM,CQAR2002,TC1L,
